Nom;ISIN;Type;Volume;Prix;URL
NEUCA SA PLN1.00;PLTRFRM00018;Action;-;760.0;/fr/marche/london-stock-exchange-mtf/neuca-sa-pln1-00-PLTRFRM00018-0MJR-PLN-XLOM/seance
FERRO SA PLN1.00;PLFERRO00016;Action;-;15.050;/fr/marche/london-stock-exchange-mtf/ferro-sa-pln1-00-PLFERRO00016-0MMV-PLN-XLOM/seance
IPOPEMA SECURITIES S...;PLIPOPM00011;Action;-;1.900;/fr/marche/london-stock-exchange-mtf/ipopema-securities-sa-pln0-10-PLIPOPM00011-0MMY-PLN-XLOM/seance
SEABIRD EXPLORATION ...;CY0101162119;Action;50;5.32;/fr/marche/london-stock-exchange-mtf/seabird-exploration-plc-usd0-2-CY0101162119-0MO8-NOK-XLOM/seance
GIELDA PRAW MAJATKOW...;PLVNDEX00013;Action;-;10.740;/fr/marche/london-stock-exchange-mtf/gielda-praw-majatkowych-vindex-PLVNDEX00013-0MQZ-PLN-XLOM/seance
NYESA VALORES CORP E...;ES0150480194;Action;-;0.006;/fr/marche/london-stock-exchange-mtf/nyesa-valores-corp-eur0-01-ES0150480194-0MSE-EUR-XLOM/seance
PROACT IT GROUP NPV;SE0015961222;Action;-;116.000;/fr/marche/london-stock-exchange-mtf/proact-it-group-npv-SE0015961222-0GT3-SEK-XLOM/seance
SKANDINAVISKA ENSKIL...;SE0000120784;Action;225;146.000;/fr/marche/london-stock-exchange-mtf/skandinaviska-enskilda-banken-SE0000120784-0GUX-SEK-XLOM/seance
RATOS AB SER'A'NPV;SE0000191090;Action;-;40.800;/fr/marche/london-stock-exchange-mtf/ratos-ab-ser-a-npv-SE0000191090-0GWP-SEK-XLOM/seance
NEURONES;FR0004050250;Action;-;44.850;/fr/marche/london-stock-exchange-mtf/neurones-FR0004050250-0GX2-EUR-XLOM/seance
SWECO AB SER'A'NPV;SE0014960365;Action;-;111.00;/fr/marche/london-stock-exchange-mtf/sweco-ab-ser-a-npv-SE0014960365-0GX5-SEK-XLOM/seance
AEGEAN AIRLINES EUR0...;GRS495003006;Action;-;12.07;/fr/marche/london-stock-exchange-mtf/aegean-airlines-eur0-50-cr-GRS495003006-0OHY-EUR-XLOM/seance
Roularta Media Group...;BE0003741551;Action;0;15.050;/fr/marche/london-stock-exchange-mtf/roularta-media-group-n-v-BE0003741551-0HC8-EUR-XLOM/seance
LINZ TEXTIL HOLDING ...;AT0000723606;Action;0;252.000;/fr/marche/london-stock-exchange-mtf/linz-textil-holding-ag-npv-AT0000723606-0F5A-EUR-XLOM/seance
JOSEF MANNER & COMP ...;AT0000728209;Action;0;108.000;/fr/marche/london-stock-exchange-mtf/josef-manner-comp-ag-ord-npv-AT0000728209-0F6A-EUR-XLOM/seance
FRAUENTHAL HOLDING A...;AT0000762406;Action;-;22.400;/fr/marche/london-stock-exchange-mtf/frauenthal-holding-ag-npv-AT0000762406-0EGQ-EUR-XLOM/seance
AQUAFIL SPA NPV;IT0005241192;Action;-;1.230;/fr/marche/london-stock-exchange-mtf/aquafil-spa-npv-IT0005241192-0ROH-EUR-XLOM/seance
FM MATTSSON SER'B'NP...;SE0018040883;Action;0;49.170;/fr/marche/london-stock-exchange-mtf/fm-mattsson-ser-b-npv-SE0018040883-0ROO-SEK-XLOM/seance
STRABAG SE NPV (BR);AT000000STR1;Action;22;63.700;/fr/marche/london-stock-exchange-mtf/strabag-se-npv-br-AT000000STR1-0MKP-EUR-XLOM/seance
ROY ASSET HOLDING SE...;DE000RYSE888;Action;-;1.280;/fr/marche/london-stock-exchange-mtf/roy-asset-holding-se-npv-DE000RYSE888-0R7I-EUR-XLOM/seance
ENEA AB NPV;SE0009697220;Action;-;84.400;/fr/marche/london-stock-exchange-mtf/enea-ab-npv-SE0009697220-0RP6-SEK-XLOM/seance
ROBIT OYJ NPV;FI4000150016;Action;410;1.400;/fr/marche/london-stock-exchange-mtf/robit-oyj-npv-FI4000150016-0RPG-EUR-XLOM/seance
HMS NETWORKS AB NPV;SE0009997018;Action;10454;346.400;/fr/marche/london-stock-exchange-mtf/hms-networks-ab-npv-SE0009997018-0RPZ-SEK-XLOM/seance
EVERGENT INVESTMENTS...;ROSIFBACNOR0;Action;-;1.505;/fr/marche/london-stock-exchange-mtf/evergent-investments-s-a-ron0-ROSIFBACNOR0-0OGH-RON-XLOM/seance
SSIF BRK FINANCIAL G...;ROBRKOACNOR0;Action;-;0.330;/fr/marche/london-stock-exchange-mtf/ssif-brk-financial-group-s-a-r-ROBRKOACNOR0-0HIK-RON-XLOM/seance
VGP NV NPV;BE0003878957;Action;-;71.900;/fr/marche/london-stock-exchange-mtf/vgp-nv-npv-BE0003878957-0HM0-EUR-XLOM/seance
PIQUADRO NPV;IT0004240443;Action;-;2.132;/fr/marche/london-stock-exchange-mtf/piquadro-npv-IT0004240443-0HPP-EUR-XLOM/seance
BLUENORD ASA NOK0.53...;NO0010379266;Action;1231;573.814;/fr/marche/london-stock-exchange-mtf/bluenord-asa-nok0-5398295-NO0010379266-0HTF-NOK-XLOM/seance
Groupe JAJ;FR0004010338;Action;-;1.560;/fr/marche/london-stock-exchange-mtf/groupe-jaj-FR0004010338-0HVC-EUR-XLOM/seance
SINTERCAST AB NPV;SE0000950982;Action;-;106.50;/fr/marche/london-stock-exchange-mtf/sintercast-ab-npv-SE0000950982-0HW9-SEK-XLOM/seance
CEMENTIR HOLDING NV ...;NL0013995087;Action;1622;13.220;/fr/marche/london-stock-exchange-mtf/cementir-holding-nv-eur1-NL0013995087-0HY2-EUR-XLOM/seance
GABRIEL HOLDING A/S ...;DK0060124691;Action;-;66.000;/fr/marche/london-stock-exchange-mtf/gabriel-holding-a-s-dkk20-DK0060124691-0HY9-DKK-XLOM/seance
IMPACT DEVELOPER & C...;ROIMPCACNOR0;Action;-;0.840;/fr/marche/london-stock-exchange-mtf/impact-developer-contractor-ROIMPCACNOR0-0I4Y-RON-XLOM/seance
BERGMAN & BEVING AB ...;SE0000101362;Action;49;276.500;/fr/marche/london-stock-exchange-mtf/bergman-beving-ab-ser-b-npv-SE0000101362-0I5O-SEK-XLOM/seance
SALAMIS TOURS(HLDGS)...;CY0002150510;Action;-;0.130;/fr/marche/london-stock-exchange-mtf/salamis-tours-hldgs-eur0-43-CY0002150510-0I5V-EUR-XLOM/seance
CSP INTL FASHION GRO...;IT0001127874;Action;-;1.019;/fr/marche/london-stock-exchange-mtf/csp-intl-fashion-group-npv-IT0001127874-0IHT-EUR-XLOM/seance
LOGWIN AG NPV (REGD);LU1618151879;Action;-;234.00;/fr/marche/london-stock-exchange-mtf/logwin-ag-npv-regd-LU1618151879-0RQG-EUR-XLOM/seance
H&R GMBH & CO. KGAA ...;DE000A2E4T77;Action;8;3.820;/fr/marche/london-stock-exchange-mtf/h-r-gmbh-co-kgaa-npv-DE000A2E4T77-0RRC-EUR-XLOM/seance
KEKROPS HOTEL TOURIS...;GRS070003009;Action;-;1.320;/fr/marche/london-stock-exchange-mtf/kekrops-hotel-tourist-building-GRS070003009-0RR9-EUR-XLOM/seance
FRIGOGLASS SA EUR0.0...;GRS346003015;Action;-;0.220;/fr/marche/london-stock-exchange-mtf/frigoglass-sa-eur0-04-GRS346003015-0RTT-EUR-XLOM/seance
AKASTOR ASA NOK0.592;NO0010215684;Action;1096;10.680;/fr/marche/london-stock-exchange-mtf/akastor-asa-nok0-592-NO0010215684-0IPT-NOK-XLOM/seance
HVIDBJERG BANK DKK20;DK0060135978;Action;-;83.00;/fr/marche/london-stock-exchange-mtf/hvidbjerg-bank-dkk20-DK0060135978-0IQZ-DKK-XLOM/seance
AUGA GROUP AB EUR0.2...;LT0000127466;Action;-;0.450;/fr/marche/london-stock-exchange-mtf/auga-group-ab-eur0-29-LT0000127466-0IR4-EUR-XLOM/seance
Innelec Multimédia;FR0000064297;Action;-;2.7250;/fr/marche/london-stock-exchange-mtf/innelec-multimedia-FR0000064297-0IVB-EUR-XLOM/seance
GL events;FR0000066672;Action;0;18.980;/fr/marche/london-stock-exchange-mtf/gl-events-FR0000066672-0IX0-EUR-XLOM/seance
ABG SUNDAL COLLIER H...;NO0003021909;Action;43840;6.700;/fr/marche/london-stock-exchange-mtf/abg-sundal-collier-hldg-asa-no-NO0003021909-0IZM-NOK-XLOM/seance
ALUMIL ROM INDUSTRY ...;ROALUMACNOR8;Action;-;2.730;/fr/marche/london-stock-exchange-mtf/alumil-rom-industry-s-a-ron0-2-ROALUMACNOR8-0IZV-RON-XLOM/seance
Campine nv;BE0003825420;Action;-;151.5;/fr/marche/london-stock-exchange-mtf/campine-nv-BE0003825420-0J0V-EUR-XLOM/seance
Unibel SA;FR0000054215;Action;-;208.000;/fr/marche/london-stock-exchange-mtf/unibel-sa-FR0000054215-0J1D-EUR-XLOM/seance
RS2 PLC EUR0.10;MT0000400102;Action;-;1.190;/fr/marche/london-stock-exchange-mtf/rs2-plc-eur0-10-MT0000400102-0MVH-EUR-XLOM/seance
Augros Cosmetic Pack...;FR0000061780;Action;-;6.500;/fr/marche/london-stock-exchange-mtf/augros-cosmetic-packaging-FR0000061780-0MVK-EUR-XLOM/seance
BUCHAREST STOCK EXCH...;ROBVBAACNOR0;Action;-;24.7;/fr/marche/london-stock-exchange-mtf/bucharest-stock-exchange-sa-ro-ROBVBAACNOR0-0MW9-RON-XLOM/seance
SOHO DEVELOPMENT SA ...;PLNFI0400015;Action;-;1.530;/fr/marche/london-stock-exchange-mtf/soho-development-sa-pln0-10-PLNFI0400015-0MWC-PLN-XLOM/seance
EKOSTAV AS EUR33.19;CS0005046754;Action;-;4.000;/fr/marche/london-stock-exchange-mtf/ekostav-as-eur33-19-CS0005046754-0OFW-EUR-XLOM/seance
PANORO ENERGY ASA NO...;NO0010564701;Action;15605;22.050;/fr/marche/london-stock-exchange-mtf/panoro-energy-asa-nok0-05-NO0010564701-0N08-NOK-XLOM/seance
MANGATA HOLDING SA P...;PLZTKMA00017;Action;-;92.000;/fr/marche/london-stock-exchange-mtf/mangata-holding-sa-pln0-20-PLZTKMA00017-0N0S-PLN-XLOM/seance
PROFILE SYSTEMS & SO...;GRS472003011;Action;-;5.374;/fr/marche/london-stock-exchange-mtf/profile-systems-software-eur-GRS472003011-0N1C-EUR-XLOM/seance
KYRIAKOULIS EUR0.60(...;GRS295003008;Action;-;0.850;/fr/marche/london-stock-exchange-mtf/kyriakoulis-eur0-60-cr-GRS295003008-0P11-EUR-XLOM/seance
TECHNICAL OLYMPIC SA...;GRS403003007;Action;-;2.100;/fr/marche/london-stock-exchange-mtf/technical-olympic-sa-eur5-GRS403003007-0P0R-EUR-XLOM/seance
KCI SA PLN0.84;PLPONAR00012;Action;-;0.610;/fr/marche/london-stock-exchange-mtf/kci-sa-pln0-84-PLPONAR00012-0N4D-PLN-XLOM/seance
BASIC NET SPA NPV;IT0001033700;Action;-;8.54;/fr/marche/london-stock-exchange-mtf/basic-net-spa-npv-IT0001033700-0N6O-EUR-XLOM/seance
BEGHELLI SPA EUR0.05;IT0001223277;Action;-;0.247;/fr/marche/london-stock-exchange-mtf/beghelli-spa-eur0-05-IT0001223277-0N6Q-EUR-XLOM/seance
ABC ARBITRAGE EUR0.0...;FR0004040608;Action;12;5.690;/fr/marche/london-stock-exchange-mtf/abc-arbitrage-eur0-016-FR0004040608-0OPJ-EUR-XLOM/seance
Séché Environnement ...;FR0000039109;Action;0;72.900;/fr/marche/london-stock-exchange-mtf/seche-environnement-sa-FR0000039109-0OG6-EUR-XLOM/seance
Infotel;FR0000071797;Action;-;41.000;/fr/marche/london-stock-exchange-mtf/infotel-FR0000071797-0OQQ-EUR-XLOM/seance
IMMOBEL NPV;BE0003599108;Action;0;16.200;/fr/marche/london-stock-exchange-mtf/immobel-npv-BE0003599108-0NC0-EUR-XLOM/seance
ESPRINET EUR0.15;IT0003850929;Action;-;4.700;/fr/marche/london-stock-exchange-mtf/esprinet-eur0-15-IT0003850929-0NFS-EUR-XLOM/seance
LNA Santé;FR0004170017;Action;-;22.6;/fr/marche/london-stock-exchange-mtf/lna-sante-FR0004170017-0OR2-EUR-XLOM/seance
TXT E-SOLUTIONS SPA ...;IT0001454435;Action;-;29.200;/fr/marche/london-stock-exchange-mtf/txt-e-solutions-spa-eur0-50-IT0001454435-0NLD-EUR-XLOM/seance
PHILIPPOS NAKAS SA E...;GRS387503006;Action;-;1.630;/fr/marche/london-stock-exchange-mtf/philippos-nakas-sa-eur0-60-GRS387503006-0NPS-EUR-XLOM/seance
ARCTIC PAPER SA PLN1...;PLARTPR00012;Action;-;4.330;/fr/marche/london-stock-exchange-mtf/arctic-paper-sa-pln1-00-PLARTPR00012-0OIU-PLN-XLOM/seance
ELECTROAPARATAJ FA R...;ROELJBACNOR6;Action;-;0.150;/fr/marche/london-stock-exchange-mtf/electroaparataj-fa-romanian-ro-ROELJBACNOR6-0J2L-RON-XLOM/seance
FIDUCIAL Office Solu...;FR0000061418;Action;-;23.010;/fr/marche/london-stock-exchange-mtf/fiducial-office-solutions-FR0000061418-0J33-EUR-XLOM/seance
MECANICA CEAHLAU RON...;ROMECFACNOR0;Action;-;0.109;/fr/marche/london-stock-exchange-mtf/mecanica-ceahlau-ron0-1-ROMECFACNOR0-0J3C-RON-XLOM/seance
Catering Internation...;FR0000064446;Action;-;9.000;/fr/marche/london-stock-exchange-mtf/catering-international-services-FR0000064446-0J6U-EUR-XLOM/seance
LAMMHULTS DESIGN SER...;SE0000386138;Action;-;54.50;/fr/marche/london-stock-exchange-mtf/lammhults-design-ser-b-npv-SE0000386138-0J6W-SEK-XLOM/seance
AUREA;FR0000039232;Action;-;5.180;/fr/marche/london-stock-exchange-mtf/aurea-FR0000039232-0NZW-EUR-XLOM/seance
RABA JARMUIPARI HOLD...;HU0000073457;Action;-;1 390.0;/fr/marche/london-stock-exchange-mtf/raba-jarmuipari-holding-rt-hu-HU0000073457-0O31-HUF-XLOM/seance
La Chausseria;FR0000060907;Action;-;8.500;/fr/marche/london-stock-exchange-mtf/la-chausseria-FR0000060907-0O3A-EUR-XLOM/seance
SIGULDAS CILTSLIETU ...;LV0000100600;Action;-;3.800;/fr/marche/london-stock-exchange-mtf/siguldas-ciltslietu-un-makslig-LV0000100600-0O61-EUR-XLOM/seance
LC SA PLN1.00;PLAMPLI00019;Action;-;-;/fr/marche/london-stock-exchange-mtf/lc-sa-pln1-00-PLAMPLI00019-0O7H-PLN-XLOM/seance
LENA LIGHTING SA PLN...;PLLENAL00015;Action;-;3.790;/fr/marche/london-stock-exchange-mtf/lena-lighting-sa-pln0-05-PLLENAL00015-0O7K-PLN-XLOM/seance
FABRYKI MEBLI FORTE ...;PLFORTE00012;Action;-;51.700;/fr/marche/london-stock-exchange-mtf/fabryki-mebli-forte-sa-pln1-00-PLFORTE00012-0O9E-PLN-XLOM/seance
HighCo;FR0000054231;Action;-;3.020;/fr/marche/london-stock-exchange-mtf/highco-FR0000054231-0O9Y-EUR-XLOM/seance
KT INVEST AS EUR33.2...;SK1120004751;Action;-;2.000;/fr/marche/london-stock-exchange-mtf/kt-invest-as-eur33-20-SK1120004751-0OB9-EUR-XLOM/seance
DONAU FARM SEMAT EUR...;SK1120002375;Action;-;-;/fr/marche/london-stock-exchange-mtf/donau-farm-semat-eur33-193919-SK1120002375-0OBE-EUR-XLOM/seance
Groupe ETPO SA;FR0000066219;Action;-;74.000;/fr/marche/london-stock-exchange-mtf/groupe-etpo-sa-FR0000066219-0OC6-EUR-XLOM/seance
SOCEP CONSTANTA RON0...;ROSOCPACNOR5;Action;-;0.286;/fr/marche/london-stock-exchange-mtf/socep-constanta-ron0-1-ROSOCPACNOR5-0OCN-RON-XLOM/seance
FIDUCIAL Real Estate;FR0000060535;Action;-;195.000;/fr/marche/london-stock-exchange-mtf/fiducial-real-estate-FR0000060535-0ODE-EUR-XLOM/seance
TESGAS SA PLN1.00;PLTSGS000019;Action;-;1.700;/fr/marche/london-stock-exchange-mtf/tesgas-sa-pln1-00-PLTSGS000019-0P1S-PLN-XLOM/seance
APPENNIN HLDGS HUF10...;HU0000102132;Action;-;665.0;/fr/marche/london-stock-exchange-mtf/appennin-hldgs-huf100-HU0000102132-0P2B-HUF-XLOM/seance
AWILCO DRILLING PLC ...;NO0012785098;Action;553;1.3000;/fr/marche/london-stock-exchange-mtf/awilco-drilling-plc-gbp0-02-sn-NO0012785098-0Q2K-NOK-XLOM/seance
HARPER HYGIENICS SA ...;PLHRPHG00023;Action;-;0.700;/fr/marche/london-stock-exchange-mtf/harper-hygienics-sa-pln0-10-PLHRPHG00023-0Q3W-PLN-XLOM/seance
TATRA BANKA EUR4000 ...;SK1110015510;Action;-;120 000.000;/fr/marche/london-stock-exchange-mtf/tatra-banka-eur4000-2-SK1110015510-0Q4D-EUR-XLOM/seance
BULGARIAN HOLDING CO...;BG1100001988;Action;-;0.600;/fr/marche/london-stock-exchange-mtf/bulgarian-holding-co-bgn1-BG1100001988-0OF1-BGN-XLOM/seance
BALKANCAR-ZARIA JSC ...;BG11BAPAAT13;Action;-;0.805;/fr/marche/london-stock-exchange-mtf/balkancar-zaria-jsc-bgn1-BG11BAPAAT13-0GKG-BGN-XLOM/seance
DOVERIE - UNITED HOL...;BG1100038980;Action;-;3.231;/fr/marche/london-stock-exchange-mtf/doverie-united-holding-bgn1-BG1100038980-0IPL-BGN-XLOM/seance
INTER STANDARTS AD O...;BG1100003034;Action;-;3.008;/fr/marche/london-stock-exchange-mtf/inter-standarts-ad-ord-bnd1-BG1100003034-0IA1-BGN-XLOM/seance
ADVANCE EQUITY HOLDI...;BG1100033064;Action;-;1.096;/fr/marche/london-stock-exchange-mtf/advance-equity-holding-ad-bgn1-BG1100033064-0DGX-BGN-XLOM/seance
AKUMPLAST JSC BGN7;BG11AKDOAT10;Action;-;88.000;/fr/marche/london-stock-exchange-mtf/akumplast-jsc-bgn7-BG11AKDOAT10-0OLE-BGN-XLOM/seance
INTERLOGIC REAL ESTA...;BG1100032041;Action;-;-;/fr/marche/london-stock-exchange-mtf/interlogic-real-estate-jsc-bgn-BG1100032041-0OC7-BGN-XLOM/seance
LAVENA AD-SHUMEN BGN...;BG11LASUAT14;Action;-;18.000;/fr/marche/london-stock-exchange-mtf/lavena-ad-shumen-bgn1-BG11LASUAT14-0ING-BGN-XLOM/seance
RODOPSKA SLAVA JSC -...;BG11ROBEBT10;Action;-;1.690;/fr/marche/london-stock-exchange-mtf/rodopska-slava-jsc-benkovski-BG11ROBEBT10-0I8M-BGN-XLOM/seance
CHERNOMORSKI HOLDING...;BG1100069985;Action;-;4.500;/fr/marche/london-stock-exchange-mtf/chernomorski-holding-bgn4-BG1100069985-0IVP-BGN-XLOM/seance
INDUSTRY DEVELOPMENT...;BG1100043980;Action;-;2.150;/fr/marche/london-stock-exchange-mtf/industry-development-holding-j-BG1100043980-0IGG-BGN-XLOM/seance
SEVKO JSC SEVLIEVO B...;BG11SESEAT13;Action;-;0.500;/fr/marche/london-stock-exchange-mtf/sevko-jsc-sevlievo-bgn1-BG11SESEAT13-0I7U-BGN-XLOM/seance
MEL INVEST HOLDING A...;BG1100010971;Action;-;1.400;/fr/marche/london-stock-exchange-mtf/mel-invest-holding-ad-bgn1-BG1100010971-0IG7-BGN-XLOM/seance
PETROL AD-SOFIA BGN4...;BG11PESOBT13;Action;-;3.951;/fr/marche/london-stock-exchange-mtf/petrol-ad-sofia-bgn4-00-BG11PESOBT13-0IMR-BGN-XLOM/seance
HOLDING SVETA SOFIA ...;BG1100008983;Action;-;3.980;/fr/marche/london-stock-exchange-mtf/holding-sveta-sofia-ad-bgn1-BG1100008983-0IP6-BGN-XLOM/seance
TOPLIVO-SOFIA JSC - ...;BG11TOSOAT18;Action;-;4.200;/fr/marche/london-stock-exchange-mtf/toplivo-sofia-jsc-sofia-bgn1-BG11TOSOAT18-0GAR-BGN-XLOM/seance
CBA ASSET MANAGEMENT...;BG1100064077;Action;-;0.090;/fr/marche/london-stock-exchange-mtf/cba-asset-management-ad-veliko-BG1100064077-0OI3-BGN-XLOM/seance
TRANSSTROY-AM AD-SOF...;BG11TRSOVT10;Action;-;-;/fr/marche/london-stock-exchange-mtf/transstroy-am-ad-sofia-bgn1-BG11TRSOVT10-0O4P-BGN-XLOM/seance
INFRA HOLDING PLC-SO...;BG1100004081;Action;-;0.400;/fr/marche/london-stock-exchange-mtf/infra-holding-plc-sofia-bgn1-BG1100004081-0NSU-BGN-XLOM/seance
ELCHIM ISKRA JSC PAZ...;BG11ELPABT16;Action;-;1.150;/fr/marche/london-stock-exchange-mtf/elchim-iskra-jsc-pazardhik-bgn-BG11ELPABT16-0OL2-BGN-XLOM/seance
FORMOPLAST AD BGN1;BG11FOKAAT18;Action;-;0.3640;/fr/marche/london-stock-exchange-mtf/formoplast-ad-bgn1-BG11FOKAAT18-0JJK-BGN-XLOM/seance
ZAVOD ZA SHLIFOVACHN...;BG11ZAASAT12;Action;-;0.919;/fr/marche/london-stock-exchange-mtf/zavod-za-shlifovachni-mashini-BG11ZAASAT12-0IU0-BGN-XLOM/seance
BILLBOARD AD BGN1;BG1100088076;Action;-;0.300;/fr/marche/london-stock-exchange-mtf/billboard-ad-bgn1-BG1100088076-0OGR-BGN-XLOM/seance
DEFAMA AG;DE000A13SUL5;Action;0;25.800;/fr/marche/deutsche-boerse-ag/defama-ag-DE000A13SUL5-FDEF-EUR-XFRA/seance
MET.EXTRA GROUP SPA ...;IT0005481855;Action;-;0.097;/fr/marche/london-stock-exchange-mtf/met-extra-group-spa-npv-post-IT0005481855-0O4H-EUR-XLOM/seance
DEDICARE AB SER'B'NP...;SE0003909282;Action;-;45.300;/fr/marche/london-stock-exchange-mtf/dedicare-ab-ser-b-npv-SE0003909282-0P3K-SEK-XLOM/seance
NORDIC FINANCIALS AS...;NO0012958539;Action;-;0.3800;/fr/marche/london-stock-exchange-mtf/nordic-financials-asa-nok0-5-NO0012958539-0Q4W-NOK-XLOM/seance
ZAMET SA PLN0.60;PLZAMET00010;Action;-;0.990;/fr/marche/london-stock-exchange-mtf/zamet-sa-pln0-60-PLZAMET00010-0Q69-PLN-XLOM/seance
ALPHA BULGARIA AD- B...;BG1100038097;Action;-;1.0000;/fr/marche/london-stock-exchange-mtf/alpha-bulgaria-ad-bgn1-BG1100038097-0Q7F-BGN-XLOM/seance
CM GREEN ENERGY FUND...;BG1100032082;Action;-;1.266;/fr/marche/london-stock-exchange-mtf/cm-green-energy-fund-ad-bgn1-BG1100032082-0K2J-BGN-XLOM/seance
LEV INVEST SPV-SOF B...;BG1100098075;Action;-;-;/fr/marche/london-stock-exchange-mtf/lev-invest-spv-sof-bgn1-BG1100098075-0ME4-BGN-XLOM/seance
VEGA JSC-PLEVEN BGN4...;BG11VEPLAT12;Action;-;-;/fr/marche/london-stock-exchange-mtf/vega-jsc-pleven-bgn4-1-BG11VEPLAT12-0IU4-BGN-XLOM/seance
BULGARIAN STOCK EXCH...;BG1100016978;Action;-;5.750;/fr/marche/london-stock-exchange-mtf/bulgarian-stock-exchange-sofia-BG1100016978-0Q70-BGN-XLOM/seance
ROLANDOS ENTERPRISES...;CY0006110718;Action;-;0.070;/fr/marche/london-stock-exchange-mtf/rolandos-enterprises-public-li-CY0006110718-0FTW-EUR-XLOM/seance
MASTERPLAST SHARE HU...;HU0000093943;Action;-;4 002.4;/fr/marche/london-stock-exchange-mtf/masterplast-share-huf100-HU0000093943-0Q7J-HUF-XLOM/seance
GARFIN HOLDING A.S E...;SK1120009461;Action;-;-;/fr/marche/london-stock-exchange-mtf/garfin-holding-a-s-eur1-SK1120009461-0Q7M-EUR-XLOM/seance
Lanson-BCC;FR0004027068;Action;-;37.700;/fr/marche/london-stock-exchange-mtf/lanson-bcc-FR0004027068-0Q6P-EUR-XLOM/seance
DUPNITZA BT BGN1;BG11DUDUBT16;Action;-;-;/fr/marche/london-stock-exchange-mtf/dupnitza-bt-bgn1-BG11DUDUBT16-0OEA-BGN-XLOM/seance
TRAKIYSKO PIVO AD BG...;BG11TRPABT13;Action;-;5.000;/fr/marche/london-stock-exchange-mtf/trakiysko-pivo-ad-bgn2-BG11TRPABT13-0NL6-BGN-XLOM/seance
TRANSINVESTMENT SPV ...;BG1100062055;Action;-;1.000;/fr/marche/london-stock-exchange-mtf/transinvestment-spv-bgn1-BG1100062055-0OMW-BGN-XLOM/seance
REAL ESTATE SOFIA RE...;BG1100101069;Action;-;5.800;/fr/marche/london-stock-exchange-mtf/real-estate-sofia-reit-bgn1-BG1100101069-0K33-BGN-XLOM/seance
REGNON SA PLN10.00;PLPRNTC00017;Action;-;-;/fr/marche/london-stock-exchange-mtf/regnon-sa-pln10-00-PLPRNTC00017-0O8O-PLN-XLOM/seance
HEIMAR HF ISK1;IS0000021301;Action;-;23.900;/fr/marche/london-stock-exchange-mtf/heimar-hf-isk1-IS0000021301-0Q8S-ISK-XLOM/seance
NETWEEK SPA NPV (POS...;IT0005545675;Action;-;0.370;/fr/marche/london-stock-exchange-mtf/netweek-spa-npv-post-split-IT0005545675-0Q8U-EUR-XLOM/seance
KOMPUTRONIK SA PLN0....;PLKMPTR00012;Action;-;10.22;/fr/marche/london-stock-exchange-mtf/komputronik-sa-pln0-10-PLKMPTR00012-0LV9-PLN-XLOM/seance
REINHOLD EUROPE AB N...;SE0001856519;Action;-;-;/fr/marche/london-stock-exchange-mtf/reinhold-europe-ab-npv-SE0001856519-0MN4-PLN-XLOM/seance
TATRY MOUNTAIN RESOR...;SK1120010287;Action;-;27.600;/fr/marche/london-stock-exchange-mtf/tatry-mountain-resorts-as-eur7-SK1120010287-0OFY-EUR-XLOM/seance
PCC EXOL SA PLN1.00;PLPCCEX00010;Action;-;1.760;/fr/marche/london-stock-exchange-mtf/pcc-exol-sa-pln1-00-PLPCCEX00010-0QA2-PLN-XLOM/seance
BRONDBYERNES I.F. FO...;DK0010247956;Action;-;0.536;/fr/marche/london-stock-exchange-mtf/brondbyernes-i-f-fodbold-a-s-DK0010247956-0HSI-DKK-XLOM/seance
TELE2 AB SER'A'NPV;SE0005190220;Action;-;113.00;/fr/marche/london-stock-exchange-mtf/tele2-ab-ser-a-npv-SE0005190220-0QE5-SEK-XLOM/seance
FORMYCON AG NPV (BR);DE000A1EWVY8;Action;198;21.650;/fr/marche/london-stock-exchange-mtf/formycon-ag-npv-br-DE000A1EWVY8-0W4N-EUR-XLOM/seance
DETECTION TECHNOLOGY...;FI4000115464;Action;-;13.857;/fr/marche/london-stock-exchange-mtf/detection-technology-oyj-npv-FI4000115464-0CXE-EUR-XLOM/seance
BNP PARIBAS EASY FR ...;FR0011550672;Tracker;-;15.763;/fr/marche/london-stock-exchange-mtf/bnp-paribas-easy-fr-sicav-bnp-FR0011550672-0XC8-EUR-XLOM/seance
BNP PARIBAS EASY FR ...;FR0012739431;Tracker;-;14.999;/fr/marche/london-stock-exchange-mtf/bnp-paribas-easy-fr-sicav-bnp-FR0012739431-0XDX-EUR-XLOM/seance
BNP PARIBAS EASY FR ...;FR0012740983;Tracker;-;13.057;/fr/marche/london-stock-exchange-mtf/bnp-paribas-easy-fr-sicav-bnp-FR0012740983-0XE1-EUR-XLOM/seance
Biophytis S.A.;FR001400OLP5;Action;580;0.1753;/fr/marche/london-stock-exchange-mtf/biophytis-s-a-FR001400OLP5-0D1W-EUR-XLOM/seance
ONCOPEPTIDES AB O.N.;SE0009414576;Action;0;0.172;/fr/marche/deutsche-boerse-ag/oncopeptides-ab-o-n-SE0009414576-FOND-EUR-XFRA/seance
MAINFIRST-GERMANY FU...;LU0390221686;Tracker;0;93.294;/fr/marche/deutsche-boerse-ag/mainfirst-germany-fund-b-LU0390221686-FMAMK-EUR-XFRA/seance
